Comment,Actual_Sentiment,Predicted_Sentiment_Lexicon
"Originally, they were thinking about including more characters from the other movies for this. They would&#39;ve included Kirsten Dunst&#39;s MJ, Emma Stones&#39; Gwen, Rhino from TASM2, Dane DeHaan&#39;s Green Goblin from TASM2, and even more of Tom Hardy&#39;s Venom. Mysterio was actually supposed to be brought in for a battle with Dr. Strange. I think maybe it could&#39;ve worked if this story was spilt into two movies like with Infinity War and Endgame. With that, Part 1 would be more of Tom&#39;s movie and it would end with him meeting Tobey and Andrew to get help which would set up the events of the sequel. But obviously they couldn&#39;t do more than one because of how Sony is currently doing those animated Spider-Verse movies and Across The Spider-Verse is going to be split into two movies themselves. I hope Tobey, Andrew, and Tom make an appearance in Part Two. Also, it would be really cool that another No Way Home is made with Tobey, Andrew, and Tom. But they should include the other characters that werenÃ??t included. Michelle Jones would meet Mary Jane and could find out how sheÃ??s married to Tobey and that they are probably parents. Mary Jane could inspires Michelle to dye her hair red. They would also meet Gwen and find out how she was supposed to go to Oxford and Andrew would have a tearful reunion with her. When she goes back home, she will avoid her death. If TASM3 does happen, Shailene Woodley could make an appearance and Gwen will feel around her. In addition, Kirsten DunstÃ??s MJ will feel weird around EmmaÃ??s Gwen because of how she didnÃ??t get along with Bryce Dallas HowardÃ??s. We could see Dane DeHaanÃ??s Harry get cured from his disease and he will be sorry for everything he did. Rhino could make an appearance, but in a real battle this time. Maybe Topher Grace and Tom Hardy could battle. It would be interesting to see what both of their symbiotes could do with each other. I donÃ??t know if James Franco would return, but it would be a touching reunion with him, Tobey, and Kirsten on screen. Maybe Vulture, Shocker, and Mysterio could appear too. And since Vulture is teamed up with Morbius, I guess characters from the SSU would appear if Vulture is telling people PeterÃ??s identity.",neutral,negative
"I Love the part when the green goblin initially body slams Spider-Man through the floor and then casually walks away after. He was like, &quot;And stay down little punk!&quot; ????????",positive,positive
You donÃ??t need to have powers to be a superhero <br>you just need to be a good person,neutral,positive
Spiderman - Homecoming<br>Spiderman - far from home<br>spiderman - no way home<br>Next <br>Spiderman - Homeless,neutral,neutral
"This is a soup of senseless visual effects  and stereotypical narrative. <br>ItâÃÃ´s sad that humans are so stupid to find this interesting, or worth watching.",negative,negative
That was his canon event!,neutral,neutral
I miss the hype..???ÃµÃ??. Anyone else?Ã?? ????,positive,negative
Today the trailer came out a year ago wtf,neutral,negative
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=138"">2:18</a> and <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=141"">2:21</a> They literally chopped out andrew and tobey from their scenes in the trailer to not give spoilers ????????",neutral,neutral
Here we complete 2 yrs of this incredible movie...and lemme know who is there who doesnt get chills seeing its trailer after all this time!!!,positive,neutral
No one can beat marvel Studios ??Ã¹ÃÃ??,positive,positive
"This movie is going to be cringey and annoying, just hope the special effects and action scenes somehow save it",negative,positive
Next movie name it back yard of my house,neutral,neutral
I had to tell you,neutral,neutral
Stupid trailer,negative,negative
"I just saw this movie, and for fvcks sake.<br>This version of spider is the most r3tarded, and care free &quot;superhero&quot; I&#39;ve seen.<br>I grew up with Tobey Maguire and the differences between both are out of this world.<br><br>Not only did he jeopardize the lives of everyone because he didn&#39;t make it to college, but then he went around Dr. Strange&#39;s advise because &quot; he felt he could help them&quot; avoid death with no regards for the consequences of doing so.<br><br>Can we get a real Spider-Man?",positive,positive
Spider-Man homecoming <br>Spider-Man far from home<br>Spider-Man no way home<br>Spider-Man homeless lol,neutral,positive
idk why but i wanna see like tom Hardy the venom to star in these i think it ll be sick âÃ¹Â§ÃâÃ¨,negative,positive
Lame sitcom joke quota has been locked in. Prepare for product.,negative,negative
Ã??I canÃ??t save everyoneÃ?Ã¹ hits home everytime ???Ãµ,neutral,positive
5 months later and this trailer still gets me hyped up!,positive,neutral
This was such a great movie,positive,positive
Damn I still miss these days! It was such a vibe daaaaaaamn,positive,negative
The best movie in phase 4,positive,positive
"two years, wow",neutral,positive
Same old over-exaggerated crap,negative,negative
Disappointed by story ,negative,negative
2 years already,neutral,neutral
I have watched spiderman no way home,neutral,neutral
What an experience i had with this movie!!!,positive,neutral
DidnÃ??t this video had 78M views?<br>How the f did get lower???,neutral,negative
Worst movie Ive seen in a while,negative,negative
This trailer was fucking insane,positive,negative
IÃ??m so happy that No way Home Teaser Trailer released one day before my Birthday (ItÃ??s on the 24th of August),positive,positive
So sick,negative,negative
Trash movie made for kids.,negative,neutral
Time flies man.,neutral,neutral
"Very BAD,the worst spiderman movie ever made.shame on the expense...",negative,negative
WhatÃ??s crazy is that this video got 4 million views in 4 minutes,neutral,negative
Omg this was the worst Batman movie movie that IâÃÃ´ve ever seen! He didnâÃÃ´t even appear once,negative,negative
The SpiderMan outfit looks like it was bought from the dollar store fs ! ???Ãº???Ãº???Ãº,neutral,positive
"5/10. Poor writing,; lame jokes, lousy story.  It&#39;s like how TV series these days are, it&#39;s hard to explain, but for example, they were able to create antitodes for all the villains (without the replicator and arc even) just like that. His friend being able to summon a portal - just like that. Why the other Spidermen were able to cross the multiverse through a generic  portal created by that same guy, etc, etc. Is this how movies will be like from now on? Boo!",negative,positive
3 years have gone by and yet this feels like yesterday! ???ÃµÃÃ¹?,neutral,positive
Istg the amount of hype bro,positive,neutral
"The movie is already 1 year old!!!<br>It definitely shows a sad face of our reality; anyone whom is accused of something or under suspicion people are ready to turn on them and get violent <br>Peter is facing a true struggle; is it true everywhere Spider-Man goes chaos and calamity ensues? Whatever damage is left behind we have to pick up the pieces <br>Can you actually fix someone, we should give people second chances to start over rather than meet our fate, a simple solution isnÃ??t the only solution, can we do more than expect disappointment therefore avoiding disappointment?, morality isnÃ??t a weakness, revenge never makes anything better <br>After 20 years I can safely say this was absolutely worth that wait! <br>Intense action, the stakes are the highest they&#39;ve ever been for Spider-Man, and there&#39;s a ton of heavy emotional beats I wasn&#39;t ready for <br>Terrific to see past actors come back from previous franchises and lots of nods to the culture of the character; even Green Goblin gets more exploration trying to suppress his dual personality but with little success plus Electro gets a good course correction since his birth and Doc Ock is offered a way out without being power hungry with his hubris, more sympathy for these individuals rather than being straight up bad guys <br>More stuff centering about rehabilitation as opposed to just jailing up people <br>I wish more of the villains were explored further  but the film delivers enough for longtime fans plus it&#39;s the best acted from Tom Holland as this current version <br>He really does bring the central core of the character full circle with sorrow, guilt, regret, and being responsible <br>Love how Ned gets to be more proactive next to MJ too <br>The climax is astounding visually and emotionally <br>I am curious how future movies will benefit from this now that Marvel and Sony are finally collaborating  <br>The movie is about looking backwards but learning to go forwards and there will always be consequences trying to change things or set things right not to mention showing the test of what it means to be a hero let alone what it costs, sacrifice and sparing others pain <br>Director Jon Watts closes this cycle of Spider-Man movies with quite a jolt not forgetting the human drama, exciting fights, and embracing the colorful fun of the comics <br>Best movie of 2021 and one of the best Spider-Man movies period!",positive,positive
